SMILES,fragment_method-keywords,fragment_method-name,fragment_submitter_name,fragment_submitter_email,fragment_submitter_institution,fragment_method-date,fragment_reference_XChem,fragment_reference_vcid,fragment_reference_SMILES,fragment_notes,fragment_XChem-code
N[C@@H]1[C@H]2Cc3cc(Cl)ccc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
CC(C)(C)OC(=O)N1C[C@]2(O)C[C@H]1C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
CC(C)(C)OC(=O)N1C[C@]2(O)C[C@H]1C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1C[C@H]2O,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccccc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccccc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccccc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccccc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
CC(C)(C)OC(=O)N1C[C@]2(N)CC[C@H]1C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
CC(C)(C)OC(=O)N1C[C@]2(N)CC[C@H]1C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
Cc1ccc2c(c1)[C@H]1[C@H](N)[C@H]1C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccc(Cl)cc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
N[C@@H]1[C@H]2Cc3ccc(Cl)cc3[C@@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
O=C1OC[C@]23C[C@H](CN12)C3,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
O=C1Oc2ccccc2[C@@H]2O[C@H]12,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
C#CC12CC(C1)C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
C#CC12CC(C1)C2,"ROCS,shape&color,catalog-enumeration",ROCS & PyRosetta-filtering,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1083_0A,x1247_0A,x1052_0A,x1020_0A,x1140_0A,x1305_0B",ASAP-VC-13605 ASAP-VC-13629 ASAP-VC-13686 ASAP-VC-13593 ASAP-VC-13645 ASAP-VC-13674,CS(=O)(=O)N1CCC(O)CC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1.COC(=O)CNC(=O)c1cc(C)on1.CCC(=O)Nc1ccc(C)cc1O.CCS(=O)(=O)NCc1ccc2OCOc2c1.CC(C)c1nc(no1)C2CCCN2,MatteoFerla-ROCS&PyRosetta-filtering,
